,book_title,text,numerical
2382,all through the night,suzannebrockmann romance romance all through the night,1.7409999999999999
2383,bloodraven,p.l.nunn fantasy romance bloodraven,1.5045000000000002
2384,a matter of time book ii,marycalmes romance romance a matter of time book ii,1.6995
2385,regularly scheduled life,k.a.mitchell romance contemporary regularly scheduled life,1.4264999999999999
2386,truth in the dark,amylane romance fantasy truth in the dark,1.5675
2387,hell & high water,charliecochet romance paranormal hell & high water,1.81
2388,hell,jetmykles romance romance hell,1.5060000000000002
2389,the backup boyfriend,riverjaymes romance romance the backup boyfriend,1.553
2390,a note in the margin,isabellerowan romance contemporary a note in the margin,1.4655
2391,breaking cover,kajeharper romance romance breaking cover,1.7494999999999998
2392,edward unconditionally,lynnlorenz romance fantasy edward unconditionally,1.2999999999999998
2393,str8te boys,evangelineanderson romance romance str8te boys,1.2845
2394,shock & awe,abigailroux romance romance shock & awe,1.783
2395,drawn together,z.a.maxfield romance romance drawn together,1.3935
2396,brokeback mountain,annieproulx fiction shortstories brokeback mountain,1.463
2397,mind fuck,mannafrancis romance erotica mind fuck,1.673
2398,love & loyalty,teremichaels romance romance love & loyalty,1.62
2399,him,sarinabowen romance romance him,1.8555000000000001
2400,muscling through,j.l.merrow romance romance muscling through,1.4020000000000001
2401,shades of gray,brookemckinley romance romance shades of gray,1.637
2402,bareback,chrisowen romance westerns bareback,1.519
2403,shattered glass,danialexander romance romance shattered glass,1.693
2404,"i'll be your drill, soldier","crystalrose romance war i'll be your drill, soldier",1.698
2405,captive prince,c.s.pacat fantasy romance captive prince,1.666
2406,"bear, otter, and the kid","t.j.klune romance romance bear, otter, and the kid",1.94
2407,among the living,jordancastilloprice romance fantasy among the living,1.593
2408,warrior's cross,madeleineurban romance romance warrior's cross,1.6585
2409,tigers and devils,seankennedy romance sportsandgames tigers and devils,1.653
2410,hot head,damonsuede romance romance hot head,1.5995
2411,zero at the bone,janeseville romance romance zero at the bone,1.6955
2412,vampire kisses: the beginning,ellenschreiber paranormal fantasy vampire kisses: the beginning,1.6504999999999999
2413,the clique,lisiharrison youngadult realisticfiction the clique,1.1775
2414,wondrous strange,lesleylivingston fantasy youngadult wondrous strange,1.264
2415,touch the dark,karenchance fantasy paranormal touch the dark,1.3845
2416,deadly little secret,lauriefariastolarz youngadult fantasy deadly little secret,1.4505
2417,wicked: witch & curse,nancyholder youngadult fantasy wicked: witch & curse,1.242
2418,one for the money,janetevanovich mystery fiction one for the money,1.597
2419,the princess diaries,megcabot youngadult romance the princess diaries,1.319
2420,need,carriejones youngadult fantasy need,1.3175000000000001
2421,inkheart,corneliafunke fantasy youngadult inkheart,1.4394999999999998
2422,glass houses,rachelcaine paranormal youngadult glass houses,1.5745
2423,evernight,claudiagray youngadult paranormal evernight,1.254
2424,a tale of two goblins,h.p.mallory fantasy fantasy a tale of two goblins,1.6555
2425,kiera's moon,lizzyford sciencefiction romance kiera's moon,1.6235
2426,kept,zoewinters romance fantasy kept,1.131
2427,portal,imogenrose youngadult fantasy portal,1.2650000000000001
2428,fallen,lauryfalter paranormal fantasy fallen,1.4929999999999999
2429,anew,chelseafine fantasy youngadult anew,1.5065
2430,my commander,alaneaalder fantasy romance my commander,1.8594999999999997
2431,glimpse,staceywallacebenefiel youngadult fantasy glimpse,1.1495
2432,the heat,heatherkillough-walden fantasy romance the heat,1.471
2433,twist,dannikadark fantasy fantasy twist,1.9090000000000003
2434,samson's lovely mortal,tinafolsom paranormal fantasy samson's lovely mortal,1.5710000000000002
2435,inescapable,amya.bartol fantasy paranormal inescapable,1.721
2436,ethereal,addisonmoore fantasy youngadult ethereal,1.3845
2437,hush money,susanbischoff youngadult fantasy hush money,1.3335
2438,coexist,juliacrane fantasy youngadult coexist,1.2309999999999999
2439,falling from grace,s.l.naeole paranormal youngadult falling from grace,1.482
2440,tell the wind and fire,sarahreesbrennan fantasy youngadult tell the wind and fire,1.279
2441,nothing but trouble,rachelgibson romance romance nothing but trouble,1.5275
2442,impossible,komalkant romance youngadult impossible,1.2725
2443,motherless brooklyn,jonathanlethem fiction mystery motherless brooklyn,1.3875
2444,magic bleeds,ilonaandrews fantasy fantasy magic bleeds,2.043
2445,romero,elizabethreyes romance newadult romero,1.6494999999999997
2446,kiss of the highlander,karenmariemoning romance sciencefiction kiss of the highlander,1.9210000000000003
2447,less than zero,breteastonellis fiction contemporary less than zero,1.1375
2448,how to be good,nickhornby fiction contemporary how to be good,0.8514999999999999
2449,prep,curtissittenfeld fiction youngadult prep,0.896
2450,the celestine prophecy,jamesredfield fiction spirituality the celestine prophecy,1.146
2451,hannibal,thomasharris horror fiction hannibal,1.4405000000000001
2452,the devil wears prada,laurenweisberger womensfiction fiction the devil wears prada,1.195
2453,the client,johngrisham fiction mystery the client,1.508
2454,homicidal psycho jungle cat,billwatterson sequentialart humor homicidal psycho jungle cat,2.428
2455,we were the mulvaneys,joycecaroloates fiction contemporary we were the mulvaneys,1.2105000000000001
2456,regeneration,patbarker historical fiction regeneration,1.574
2457,bridget jones: the edge of reason,helenfielding womensfiction fiction bridget jones: the edge of reason,1.1225
2458,the beach,alexgarland fiction travel the beach,1.435
2459,notes from a small island,billbryson travel nonfiction notes from a small island,1.5345
2460,timeline,michaelcrichton fiction sciencefiction timeline,1.369
2461,l.a. confidential,jamesellroy fiction mystery l.a. confidential,1.6400000000000001
2462,naked,davidsedaris humor nonfiction naked,1.63
2463,american pastoral,philiproth fiction classics american pastoral,1.4155
2464,corelli's mandolin,louisdebernières fiction historical corelli's mandolin,1.5274999999999999
2465,disgrace,j.m.coetzee fiction cultural disgrace,1.335
2466,sabriel,garthnix fantasy youngadult sabriel,1.7165
2467,the no. 1 ladies' detective agency,alexandermccallsmith mystery fiction the no. 1 ladies' detective agency,1.3505
2468,into thin air: a personal account of the mount everest disaster,jonkrakauer nonfiction adventure into thin air: a personal account of the mount everest disaster,1.68
2469,the wind-up bird chronicle,harukimurakami fiction magicalrealism the wind-up bird chronicle,1.6604999999999999
2470,fight club,chuckpalahniuk fiction contemporary fight club,1.612
2471,after the night,lindahoward romance romance after the night,1.591
2472,just one wish,janetterallison youngadult romance just one wish,1.5615
2473,going too far,jenniferechols youngadult romance going too far,1.435
2474,heir of fire,sarahj.maas fantasy youngadult heir of fire,2.143
2475,the winner's curse,marierutkoski fantasy youngadult the winner's curse,1.6395
2476,call me irresistible,susanelizabethphillips romance romance call me irresistible,1.6455000000000002
2477,angel,l.a.weatherly paranormal youngadult angel,1.4699999999999998
2478,stepbrother dearest,penelopeward romance newadult stepbrother dearest,1.7115
2479,love me never,sarawolf youngadult romance love me never,1.6625
2480,my misery muse,breibetzold romance newadult my misery muse,1.431
2481,falling stars,sadiegrubor romance music falling stars,1.4945
2482,fall from grace,christinezolendz fantasy paranormal fall from grace,1.6235
2483,fighting for flight,j.b.salsbury romance newadult fighting for flight,1.822
2484,in the band,jeanhaus newadult romance in the band,1.4495
2485,"tall, tatted and tempting","tammyfalkner romance contemporary tall, tatted and tempting",1.8515
2486,the dark defiles,richardk.morgan fantasy fiction the dark defiles,1.6115
2487,control,lydiakang youngadult sciencefiction control,1.4104999999999999
2488,games wizards play,dianeduane fantasy youngadult games wizards play,1.7045
2489,assassin's apprentice,robinhobb fantasy fiction assassin's apprentice,1.782
2490,the ace of skulls,chriswooding fantasy sciencefiction the ace of skulls,1.8994999999999997
2491,pantomime,lauralam fantasy youngadult pantomime,1.4945
2492,the rose and the thorn,michaelj.sullivan fantasy fiction the rose and the thorn,2.0075000000000003
2493,gun machine,warrenellis fiction mystery gun machine,1.5379999999999998
2494,codex born,jimc.hines fantasy fantasy codex born,1.4605000000000001
2495,six-gun snow white,catherynnem.valente fantasy fantasy six-gun snow white,1.3455
2496,the companions,r.a.salvatore fantasy dungeonsanddragons the companions,1.8784999999999998
2497,cold blooded,amandacarlson fantasy paranormal cold blooded,1.44
2498,dust,hughhowey sciencefiction fiction dust,1.8319999999999999
2499,mountain echoes,c.e.murphy fantasy fantasy mountain echoes,1.7280000000000002
2500,the unholy consult,r.scottbakker fantasy fantasy the unholy consult,1.3895000000000002
2501,cast in sorrow,michellesagara fantasy fantasy cast in sorrow,1.7625000000000002
2502,slashback,robthurman fantasy fantasy slashback,1.6510000000000002
2503,deadly sting,jenniferestep fantasy fantasy deadly sting,1.7029999999999998
2504,fourth grave beneath my feet,daryndajones fantasy fantasy fourth grave beneath my feet,1.9905000000000002
2505,fortress frontier,mykecole fantasy fantasy fortress frontier,1.4020000000000001
2506,promise of blood,brianmcclellan fantasy fiction promise of blood,1.8295
2507,magician's end,raymonde.feist fantasy fiction magician's end,1.8199999999999998
2508,midnight blue-light special,seananmcguire fantasy fantasy midnight blue-light special,1.6335000000000002
2509,the tyrant's law,danielabraham fantasy fantasy the tyrant's law,1.6895000000000002
2510,broken homes,benaaronovitch fantasy fantasy broken homes,1.7275
2511,unfettered,shawnspeakman fantasy shortstories unfettered,1.3435000000000001
2512,blood trade,faithhunter fantasy fantasy blood trade,1.8395000000000001
2513,sworn in steel,douglashulick fantasy fiction sworn in steel,1.719
2514,river of stars,guygavrielkay fantasy historical river of stars,1.7040000000000002
2515,hunted,kevinhearne fantasy fantasy hunted,1.876
2516,skin game,jimbutcher fantasy fantasy skin game,2.097
2517,the broken eye,brentweeks fantasy fantasy the broken eye,2.043
2518,the daylight war,peterv.brett fantasy fantasy the daylight war,1.8395
2519,emperor of thorns,marklawrence fantasy fiction emperor of thorns,1.815
2520,the republic of thieves,scottlynch fantasy fiction the republic of thieves,1.876
2521,roadwork,richardbachman horror fiction roadwork,1.209
2522,the heart of texas,r.j.scott romance romance the heart of texas,1.469
2523,almost like being in love,stevekluger romance lgbt almost like being in love,1.6895000000000002
2524,duck!,kimdare romance erotica duck!,1.2585000000000002
2525,something like summer,jaybell romance lgbt something like summer,1.744
2526,the darkling child,terrybrooks fantasy fiction the darkling child,1.508
2527,sorcerer to the crown,zencho fantasy fiction sorcerer to the crown,1.2995
2528,three moments of an explosion,chinamiéville shortstories fantasy three moments of an explosion,1.242
2529,guns of the dawn,adriantchaikovsky fantasy sciencefiction guns of the dawn,1.737
2530,the house of shattered wings,aliettedebodard fantasy fantasy the house of shattered wings,1.0394999999999999
2531,the traitor baru cormorant,sethdickinson fantasy fiction the traitor baru cormorant,1.6275
2532,updraft,franwilde fantasy youngadult updraft,1.085
2533,aurora,kimstanleyrobinson sciencefiction fiction aurora,1.28
2534,last first snow,maxgladstone fantasy fantasy last first snow,1.597
2535,the mechanical,iantregillis fantasy sciencefiction the mechanical,1.5225
2536,the just city,jowalton fantasy sciencefiction the just city,1.2885
2537,time salvager,wesleychu sciencefiction sciencefiction time salvager,1.264
2538,the voyage of the basilisk,mariebrennan fantasy fantasy the voyage of the basilisk,1.6604999999999999
2539,the dark forest,liucixin sciencefiction fiction the dark forest,1.959
2540,those above,danielpolansky fantasy fantasy those above,1.3014999999999999
2541,knight's shadow,sebastiendecastell fantasy fantasy knight's shadow,1.854
